No data from PTF
 
2457278.79878 g 20.742 0.1696
2457279.73943 g 20.8387 0.1613
2457279.77536 g 20.7987 0.163
2457283.77281 g 20.267 0.1706
2457284.74756 g 20.5485 0.1021
2457284.74756 g 20.4459 0.1804
2457284.78015 g 20.3485 0.1699
2457285.72355 g 20.4869 0.1331
2457285.75612 g 20.939 0.1605
2457286.227945 g 20.7212 0.1051
2457286.69977 g 20.4655 0.1753
2457286.72994 g 20.8665 0.1968
2457290.23278 g 20.5468 0.1559
