2455293.64391 R 19.9826 0.1223 False
2457096.68192 g 20.676 0.2137
2457097.67265 g 20.3862 0.1632
2457098.69293 g 20.8677 0.17
2457100.72066 g 20.1909 0.1618
2457101.67956 g 20.5408 0.139
2457101.70752 g 20.497 0.1084
2457101.70752 g 20.6207 0.1497
2457102.64875 g 20.2848 0.1257
2457102.67696 g 20.5192 0.1544
2457103.65113 g 20.3876 0.1272
2457103.67931 g 20.1389 0.1164
2457104.173 g 20.3204 0.0822
2457104.66669 g 20.4835 0.1392
2457104.6947 g 20.4169 0.1376
2457107.6491 g 20.2165 0.1431
2457107.67191 g 20.589 0.1737
