2455472.7286 R 18.1609 0.0558 True
2455472.77516 R 18.3194 0.0491 True
2455478.71824 R 16.1083 0.006 True
2455478.7683 R 16.0523 0.0055 True
2456153.86038 g 20.9257 0.161 True
No data from iPTF
 
