No data from PTF
 
2457782.81593 g 19.0161 0.0832
2457782.84984 I 18.8684 0.1203
2457784.76823 I 19.3182 0.1343
2457784.802 g 19.8419 0.0984
2457786.84873 g 19.2888 0.0994
2457786.88539 I 18.9802 0.1162
