No data from PTF
 
2456357.66353 R 21.176 0.1728
2456357.70348 R 21.2791 0.1669
2456365.62963 R 19.8509 0.1148
2456365.64111 R 20.2048 0.1572
2456365.646865 R 19.9472 0.0787
2456365.65262 R 19.9697 0.1161
2456365.66413 R 20.039 0.1411
