2455456.64227 R 16.6743 0.0458 True
2457625.74081 g 18.9457 0.0475
2457625.77632 R 18.8918 0.0454
2457626.7575 g 18.9029 0.0431
2457626.79512 R 18.7805 0.0492
2457627.76267 g 18.8864 0.0445
2457627.7983 R 18.7578 0.0456
2457628.74811 g 18.8581 0.0432
2457628.78612 R 18.8459 0.0429
2457629.74242 g 18.8431 0.0445
2457629.7789 R 18.7877 0.0418
2457630.75061 g 18.9252 0.0456
2457630.78615 R 18.8891 0.046
2457631.73655 g 18.797 0.0445
2457631.77428 R 18.7901 0.0436
2457632.72968 g 18.8434 0.0436
2457632.76597 R 18.7118 0.047
2457633.76322 g 18.8489 0.0387
2457633.80201 R 18.7612 0.0379
2457634.79582 R 18.6967 0.0359
2457635.78498 R 18.741 0.0406
2457636.78566 R 18.7231 0.0376
2457637.74194 g 18.8372 0.0405
2457637.7791 R 18.6934 0.0389
2457638.74382 g 18.8489 0.0437
2457638.77914 R 18.626 0.038
2457639.7501 R 18.7287 0.0365
2457639.7864 g 18.7403 0.0371
2457640.73819 R 18.6265 0.0394
2457640.77373 g 18.7772 0.0385
2457641.72549 R 18.6541 0.0501
2457641.76347 g 18.7552 0.0508
2457642.72001 R 18.673 0.0468
2457642.75881 g 18.7336 0.0538
2457643.7244 R 18.6471 0.0575
2457643.75983 g 18.6836 0.0642
2457655.63971 R 18.551 0.0394
2457658.65706 R 18.5155 0.0386
2457658.70203 g 18.6819 0.0904
2457661.63525 R 18.4469 0.0353
2457661.68309 g 18.6903 0.0389
2457664.6963 g 18.6259 0.0415
2457670.62522 R 18.3195 0.0379
2457670.67615 g 18.5277 0.0465
