No data from PTF
 
2457539.82778 R 18.1797 0.0357
2457539.86133 g 19.1889 0.0714
2457539.87775 g 19.2338 0.0454
2457539.89417 g 19.2311 0.075
2457546.80973 R 18.4529 0.0396
2457546.84683 g 19.3368 0.0901
2457546.88171 g 19.5931 0.1081
2457550.85993 g 19.9156 0.13
