No data from PTF
 
2457389.96071 g 18.7056 0.0439
2457390.00231 g 18.7582 0.0461
2457401.9986 g 18.7869 0.041
2457402.023425 g 18.8112 0.0266
2457402.04825 g 18.8282 0.0383
2457421.99313 g 20.7717 0.1394
2457422.01865 g 20.5273 0.0993
2457422.04417 g 20.3906 0.1452
2457424.98204 R 19.6073 0.1031
2457425.009885 R 19.5946 0.0751
2457425.03773 R 19.6196 0.1105
2457425.71755 R 19.8972 0.1923
2457425.80094 R 19.7468 0.1319
2457428.03925 g 20.5611 0.2062
2457430.99811 g 20.9938 0.1888
2457431.02056 g 21.3582 0.1929
