2456259.64892 R 19.2221 0.2056 True
2456259.72089 R 19.3389 0.1477 True
2456267.62995 R 19.5604 0.0916 True
2456267.70304 R 19.4832 0.0975 True
2456268.60728 R 19.5138 0.0788 True
2456268.75994 R 19.4894 0.09 True
2456272.59772 R 19.7495 0.1495 True
2456272.67738 R 19.5042 0.0896 True
2456273.60093 R 19.5155 0.1026 True
2456273.67179 R 19.6645 0.1212 True
No data from iPTF
 
