2455060.87288 R 20.2502 0.1654 False
2455069.85108 R 20.2759 0.1389 False
2456503.78954 R 20.0829 0.1026
2456503.82949 R 20.0468 0.0758
2456503.82949 R 19.9601 0.0993
2456503.86957 R 19.9936 0.1205
2456504.78638 R 19.9814 0.0963
2456504.87297 R 19.5663 0.086
2456504.90979 R 19.9984 0.0866
2456505.81203 R 19.7547 0.0953
2456505.95365 R 19.8849 0.1046
2456505.99137 R 20.0924 0.1686
2456506.89382 R 19.7523 0.1466
2456507.76922 R 19.8133 0.0895
2456507.81499 R 19.9974 0.0801
2456507.81499 R 20.0476 0.1317
2456508.0028 R 19.9228 0.1879
2456508.90433 R 19.9437 0.0845
2456509.74275 R 19.7906 0.0938
2456509.78127 R 19.9485 0.0756
2456509.78127 R 20.2614 0.1437
2456509.81935 R 19.8355 0.1124
2456510.73147 R 19.6379 0.1059
2456510.76861 R 20.0487 0.0744
2456510.76861 R 20.2623 0.1105
2456510.82741 R 20.1054 0.103
2456511.72883 R 19.9151 0.1032
2456511.76506 R 19.9379 0.0896
2456511.84081 R 20.0521 0.1079
2456512.74253 R 20.3864 0.1251
2456512.77904 R 20.0855 0.1153
2456512.77904 R 20.191 0.0833
2456512.83087 R 19.983 0.0864
2456513.73272 R 20.2893 0.1309
2456513.77062 R 20.0425 0.1336
2456513.77062 R 20.0216 0.0909
2456513.82794 R 20.1045 0.0876
2456514.72971 R 20.0118 0.1422
2456514.76701 R 19.7701 0.0752
2456514.8205 R 19.7902 0.0839
2456515.72269 R 19.8903 0.1501
2456515.75891 R 19.7886 0.1206
2456515.75891 R 19.9483 0.0918
2456515.80115 R 20.0815 0.1187
2456516.71111 R 19.8193 0.122
2456516.74944 R 20.2413 0.1536
2456516.74944 R 19.9227 0.095
2456516.79414 R 19.9153 0.1189
2456517.70793 R 19.9489 0.1866
2456517.74473 R 20.331 0.1271
2456517.74473 R 20.2523 0.11
2456517.78203 R 20.0207 0.1354
2456518.70522 R 19.6053 0.1807
2456518.76662 R 20.0705 0.1145
2456518.76662 R 19.8877 0.094
2456518.80265 R 19.8141 0.1118
2456519.70494 R 20.0048 0.1376
2456519.76425 R 19.7187 0.0904
2456519.76425 R 19.7391 0.1507
2456519.80028 R 19.8642 0.1148
2456520.76297 R 20.0706 0.1043
2456520.76297 R 20.0821 0.182
2456520.79997 R 20.0326 0.1143
2456521.73766 R 19.8932 0.1403
2456521.73766 R 19.8441 0.2027
2456521.80822 R 19.9212 0.1989
2456532.68058 R 20.0734 0.1468
2456532.87438 R 20.3782 0.1311
2456532.91095 R 20.5228 0.1372
2456533.81237 R 20.3754 0.1245
2456533.93697 R 20.522 0.1542
2456533.93697 R 20.3093 0.1578
2456533.97418 R 20.4931 0.1638
2456537.66689 R 19.9899 0.147
2456538.01341 R 20.1712 0.1785
2456539.66216 R 20.0744 0.1221
2456539.88704 R 20.2982 0.0876
2456539.88704 R 20.5276 0.115
2456539.92319 R 20.2212 0.1086
2456541.65564 R 20.0497 0.188
2456541.85234 R 20.4736 0.1676
2456541.89069 R 20.4213 0.145
2456542.79242 R 19.4703 0.1483
2456542.97753 R 20.5126 0.1396
2456543.66898 R 20.0594 0.1896
2456543.72861 R 20.3692 0.1181
2456543.72861 R 20.4601 0.1224
2456543.78759 R 19.9479 0.137
2456546.95456 R 20.5245 0.1284
2456547.71539 R 20.7897 0.1702
2456547.75146 R 20.8752 0.1609
2456549.69321 R 20.5405 0.1442
2456549.69321 R 20.4546 0.1663
2456550.66383 R 20.6498 0.1999
2456551.6663 R 20.1844 0.1531
2456561.90935 R 20.6164 0.209
2456563.62223 R 20.345 0.2167
2456563.78936 R 20.3077 0.1958
2456563.78936 R 20.4928 0.1269
2456563.82203 R 20.8488 0.1846
2456565.67339 R 20.5415 0.2063
2456565.67339 R 20.8538 0.1638
2456565.80976 R 20.4903 0.1737
2456566.80991 R 20.4161 0.1823
2456567.62759 R 20.2225 0.175
2456567.67973 R 20.785 0.1355
2456567.67973 R 20.898 0.1156
2456567.74507 R 20.7911 0.1299
2456568.73917 R 20.1053 0.1583
2456568.73917 R 20.3586 0.1207
2456568.77532 R 20.6947 0.1478
2456569.74856 R 20.255 0.1186
2456570.65259 R 20.8963 0.201
2456572.61279 R 20.2293 0.2043
2456572.64562 R 20.8364 0.1992
2456572.64562 R 20.7565 0.1396
2456573.78168 R 20.6069 0.1242
2456589.59563 R 20.671 0.1777
2456589.62049 R 20.8603 0.165
2456589.62049 R 20.8815 0.1561
2456593.64047 R 20.8372 0.1876
2456593.66499 R 20.7524 0.1636
2456596.66966 R 20.7703 0.156
2456596.81942 R 20.1323 0.2114
2456598.61931 R 20.5354 0.196
2456599.80704 R 20.9753 0.1737
2456603.68464 R 20.6735 0.205
2456605.67911 R 21.2826 0.1831
