2455058.69123 R 20.4987 0.1552 False
2456786.98255 R 18.796 0.0554
2456787.99066 R 18.4797 0.0641
2456789.88125 R 18.1374 0.0783
2456789.91475 R 18.1761 0.075
2456790.7974 R 17.8742 0.0836
2456790.83258 R 17.9684 0.0802
2456790.99233 R 17.6342 0.0745
2456791.80532 R 17.5564 0.0776
2456791.84228 R 17.6756 0.0745
2456792.80345 R 17.7407 0.0745
2456792.83315 R 17.986 0.0786
2456792.83315 R 17.6404 0.0418
2456793.87696 R 18.0841 0.0709
2456793.90466 R 17.8444 0.0828
2456794.85309 R 18.1368 0.1047
2456794.88872 R 18.1643 0.0566
2456795.8726 R 16.6865 0.1435
2456795.8726 R 17.5858 0.0328
2456796.87802 R 18.1421 0.0382
2456796.90597 R 18.0789 0.0429
2456801.86983 R 18.4076 0.0261
2456801.89763 R 18.4372 0.0319
2456802.358965 R 18.513 0.0227
2456802.8203 R 18.5279 0.0296
2456802.85095 R 18.5021 0.0292
2456803.81475 R 18.5887 0.031
2456803.84662 R 18.6303 0.0332
2456804.8147 R 18.7162 0.0334
2456804.830415 R 18.7556 0.0254
2456804.84613 R 18.7674 0.0348
2456805.81434 R 18.7672 0.0394
2456818.74333 R 19.1013 0.0771
2456818.78338 R 19.3402 0.0958
2456819.69304 R 18.9362 0.1389
2456819.72668 R 19.0535 0.1264
2456820.6926 R 18.9786 0.1428
2456820.718 R 18.9238 0.1526
2456821.69303 R 19.6543 0.2023
2456821.7183 R 19.1667 0.154
2456822.69389 R 19.2328 0.1261
2456822.70654 R 17.594 0.0398
2456822.71919 R 19.174 0.1467
2456823.75742 R 19.2167 0.1213
2456823.770115 R 18.9755 0.0643
2456823.78281 R 19.3336 0.2088
2456824.78089 R 19.6814 0.1036
2456824.79485 R 19.4808 0.0606
2456824.80881 R 19.6628 0.1065
2456825.75509 R 19.6796 0.0887
2456825.768655 R 19.7554 0.0604
2456825.78222 R 19.6349 0.0792
2456826.77285 R 19.6343 0.0747
2456826.78555 R 19.7898 0.0492
2456826.79825 R 19.949 0.1114
2456827.7633 R 19.8331 0.0841
2456827.775985 R 19.9409 0.0546
2456827.78867 R 19.9114 0.0856
2456828.85788 R 19.9206 0.1286
2456828.8745 R 20.0375 0.0607
2456828.89112 R 19.9964 0.1088
2456829.79169 R 20.1075 0.1395
2456829.82492 R 19.9929 0.1062
