2455797.68545 g 20.6093 0.0987 True
2455797.72907 g 20.3222 0.0926 True
2455800.7401 g 20.0167 0.1165 True
2455806.67774 g 20.1682 0.1073 True
2455806.72267 g 20.1103 0.0789 True
No data from iPTF
 
