No data from PTF
 
2457544.69412 g 20.4387 0.1185
2457544.72859 g 20.0766 0.1149
2457548.71455 g 19.573 0.0716
2457548.78273 R 19.7073 0.094
2457552.67564 g 19.2386 0.1311
