2455561.98891 R 18.694 0.1316 True
2455590.04904 R 19.7657 0.192 True
2456324.85973 R 19.1451 0.094
2456324.90576 R 19.5892 0.0885
2456324.94309 R 19.7 0.1054
2456327.84831 R 19.6213 0.0767
2456328.01707 R 19.9424 0.089
2456328.05443 R 19.9982 0.0933
2456328.9572 R 19.8386 0.0704
2456329.06719 R 20.1265 0.1053
2456329.84698 R 19.9773 0.1646
2456330.06486 R 19.8426 0.0765
2456335.91582 R 19.6785 0.0898
2456336.82508 R 19.7154 0.1002
2456336.8645 R 19.6103 0.1024
2456337.05983 R 19.7527 0.0868
2456337.96138 R 19.8284 0.0697
2456338.06698 R 19.3742 0.1482
2456340.94794 R 19.5498 0.077
2456340.98388 R 19.813 0.0739
2456340.98388 R 19.654 0.0596
2456341.01696 R 19.4985 0.0957
2456341.97837 R 19.4807 0.0672
2456342.03999 R 19.4642 0.0807
2456354.89323 R 19.2837 0.1783
2456354.92325 R 19.222 0.1172
2456354.92325 R 19.2279 0.1457
2456362.77557 R 19.9192 0.1019
2456362.83499 R 19.8881 0.0921
2456363.81439 R 19.657 0.0885
2456363.91564 R 19.8251 0.0639
2456363.91564 R 19.9508 0.0846
2456363.94516 R 19.9416 0.0972
2456369.81384 R 20.1192 0.0906
2456369.84317 R 19.9753 0.07
2456369.84317 R 19.8403 0.0808
2456369.87637 R 19.892 0.0885
2456371.03009 R 20.6035 0.1861
2456372.93291 R 18.7635 0.1631
2456373.989 R 19.9594 0.0948
2456375.78316 R 20.2205 0.1705
2456376.75796 R 19.9972 0.1746
2456376.78772 R 20.1625 0.1863
2456382.73418 R 19.6286 0.1183
2456382.78066 R 19.9768 0.1105
2456382.78066 R 20.1998 0.1723
2456382.81084 R 20.0047 0.1471
2456385.78285 R 20.0836 0.1649
2456385.81757 R 20.2557 0.0863
2456385.81757 R 20.3167 0.1078
2456385.84766 R 20.0988 0.0988
2456386.82904 R 20.1748 0.0878
2456386.85858 R 20.3428 0.0908
2456386.85858 R 20.1949 0.1249
2456387.85606 R 20.077 0.0893
2456387.89561 R 20.3336 0.1105
2456387.89561 R 20.1952 0.0737
2456387.92503 R 20.1792 0.1024
2456389.84741 R 20.1992 0.1181
2456389.90684 R 19.7788 0.1303
2456390.87657 R 19.729 0.0882
2456390.90556 R 19.8983 0.1393
2456390.90556 R 19.9832 0.0984
2456390.93719 R 20.1863 0.1174
2456392.78231 R 20.3191 0.1659
2456392.81197 R 20.0085 0.117
2456392.81197 R 20.13 0.1169
2456392.84222 R 20.0553 0.1059
2456395.86204 R 19.7198 0.1304
2456396.66063 R 19.1007 0.1228
2456403.78446 R 20.498 0.1799
2456405.79969 R 19.1724 0.152
2456412.66266 R 20.0457 0.1502
2456413.69118 R 21.418 0.1668
2456757.84667 R 16.8905 0.1613
