No data from PTF
 
2457540.78381 R 19.8018 0.1259
2457540.81729 g 19.6462 0.0825
2457540.85041 g 19.566 0.0918
2457547.77575 R 19.9045 0.1119
2457547.80809 g 19.5538 0.0809
2457547.8401 g 19.8458 0.1367
2457551.8567 g 19.7437 0.1147
