2455204.9223 R 19.4641 0.1781 True
2455207.92493 R 19.4238 0.1038 True
2455207.9705 R 19.1696 0.0882 True
2455211.92172 R 19.3081 0.1268 True
2455212.00287 R 19.0876 0.1006 True
2455221.84816 R 18.6119 0.1159 True
2455221.89282 R 18.8423 0.0815 True
2455244.82539 R 19.7166 0.143 True
2455244.86939 R 20.0686 0.1494 True
2455268.89948 R 20.4795 0.1689 True
2455268.94315 R 20.8802 0.1602 True
2455574.03868 R 20.7244 0.1724 True
2456452.73389 R 21.0279 0.1907
2456452.80648 R 21.1305 0.1915
2457154.290575 g 21.1555 0.1463
2457154.80433 g 20.8608 0.1875
2457155.81286 g 21.1441 0.199
2457155.8467 g 20.3599 0.1398
2457156.75579 g 20.8884 0.1544
2457160.76921 g 20.7244 0.1394
2457163.71148 g 20.9441 0.1704
2457163.7441 g 21.2973 0.2014
2457180.70738 g 21.0663 0.1904
2457181.23735 g 21.1798 0.1318
2457181.73848 g 20.9745 0.1606
2457181.7674 g 20.7864 0.1629
2457185.72648 g 20.6563 0.1352
2457185.7524 g 20.8929 0.2111
2457188.71054 g 20.6396 0.1461
2457188.73877 g 20.8328 0.1764
2457194.22867 g 21.6867 0.1941
