2455168.69799 R 18.6238 0.087 True
2455189.58913 R 20.1602 0.1547 True
2455209.66152 R 19.8322 0.1232 True
2455416.91809 R 19.5352 0.1307 False
2455421.8122 R 20.4854 0.1796 True
2455423.9503 R 18.3258 0.0306 True
2455424.95279 R 18.3392 0.0299 True
2455425.98635 R 19.653 0.085 True
2455428.79395 R 18.0999 0.1149 True
2455431.83634 R 19.2004 0.199 True
2455433.91412 R 17.632 0.0713 True
2455441.75779 R 19.7421 0.1331 True
2455443.85348 R 20.5081 0.1939 True
2455449.84203 R 21.0022 0.2026 True
2455450.83944 R 20.8042 0.1633 True
2455450.88241 R 20.4121 0.1605 True
2455451.87071 R 19.5433 0.0866 True
2455452.88263 R 19.9127 0.0936 True
2455457.87554 R 18.6249 0.0524 True
2455458.83646 R 19.236 0.0655 True
2455461.93179 R 18.7229 0.0818 True
2455468.80322 R 17.2293 0.1859 True
2455478.70515 R 17.9015 0.0535 False
2455479.77916 R 20.2377 0.1711 True
2455480.83812 R 20.5695 0.1447 True
2455481.78997 R 20.2065 0.0958 True
2455482.80711 R 19.8223 0.0632 True
2455483.8105 R 20.4259 0.1473 True
2455484.91428 R 18.2139 0.0786 True
2455498.94034 R 16.9981 0.0809 True
2455504.64913 R 19.519 0.0748 True
2455507.81348 R 20.7065 0.1862 True
2455513.74168 R 20.1842 0.1491 True
2455513.7848 R 20.2846 0.1394 True
2455515.80057 R 20.3622 0.1585 True
2455530.63286 R 19.9582 0.133 True
2455532.74571 R 20.3836 0.1499 True
2455587.65243 R 18.8503 0.0816 False
2455753.97259 R 19.6301 0.107 False
2455756.91705 R 18.114 0.0752 True
2455762.8956 R 19.7855 0.1824 False
2455770.88133 R 19.4513 0.1171 True
2455774.89485 R 19.9088 0.1465 True
2455775.96824 R 18.673 0.045 True
2455779.83405 R 18.0775 0.0338 True
2455779.90333 R 18.3704 0.0303 True
2455780.97169 R 17.6118 0.0154 True
2455782.86709 R 17.7213 0.0239 True
2455782.91093 R 17.5294 0.0166 True
2455783.86308 R 17.0947 0.0475 True
2455783.91384 R 17.3916 0.0212 True
2455784.84052 R 17.1766 0.0315 True
2455784.88368 R 17.5022 0.0291 True
2455789.84819 R 17.0143 0.0376 True
2455789.89212 R 17.0721 0.0376 True
2455797.79525 g 17.0138 0.0264 True
2455797.83977 g 17.992 0.0183 True
2455798.83631 g 17.8761 0.0166 True
2455798.88046 g 17.9787 0.0158 True
2455799.84297 g 17.5272 0.0299 True
2455800.89521 g 18.046 0.0242 True
2455800.93846 g 17.9632 0.0249 True
2455801.84194 g 18.4545 0.0249 True
2455801.95184 g 17.9206 0.0168 True
2455802.94962 g 18.2544 0.0194 True
2455802.9961 g 18.2088 0.0183 True
2455803.94419 g 18.254 0.0187 True
2455803.99163 g 18.5371 0.0234 True
2455804.94294 g 18.5018 0.0224 True
2455804.98574 g 18.6537 0.0268 True
2455805.93712 g 18.4569 0.0243 True
2455805.98049 g 18.4389 0.0246 True
2455806.89696 g 18.0917 0.0205 True
2455806.9402 g 18.6566 0.029 True
2455807.8574 g 18.7838 0.0308 True
2455807.90501 g 17.7686 0.0709 True
2455808.81632 g 18.996 0.0667 True
2455808.86076 g 19.0635 0.0825 True
2455809.87632 R 17.8304 0.0264 True
2455811.84684 R 17.7366 0.0252 True
2455811.89082 R 17.7854 0.0167 True
2455812.82763 R 17.7466 0.0438 True
2455812.87113 R 17.5115 0.0325 True
2455813.80341 R 17.9022 0.0407 True
2455822.8409 R 17.9646 0.0504 True
2455823.74436 R 18.2549 0.0588 True
2455823.79015 R 17.572 0.0295 True
2455824.74406 R 18.1137 0.0411 True
2455825.72465 g 18.3718 0.0722 False
2455825.7724 g 19.0419 0.0478 False
2455826.88622 g 19.6897 0.074 False
2455828.91855 g 19.8992 0.0787 False
2455829.8265 g 19.8892 0.0864 False
2455829.8705 g 19.0781 0.0469 False
2455830.81903 g 19.179 0.0483 False
2455830.91719 g 20.3444 0.1141 True
2455831.81961 g 19.9943 0.0956 False
2455833.82105 g 19.2083 0.0786 False
2455834.75164 g 19.8698 0.0773 False
2455834.79491 g 20.3639 0.1133 False
2455835.76796 g 19.8862 0.1013 False
2455836.75417 g 19.0491 0.0772 False
2455836.79766 g 19.7228 0.0848 False
2455837.76138 g 20.6376 0.174 False
2455838.7052 R 18.8576 0.097 True
2455842.7584 R 20.0925 0.1765 True
2455842.80295 R 19.5467 0.1412 True
2455843.70532 R 18.9333 0.1092 True
2455850.68573 R 19.219 0.1331 True
2455850.72983 R 19.0347 0.1017 True
2455851.68791 R 20.2276 0.1825 True
2455851.73221 R 19.7933 0.1424 True
2455852.63501 R 18.5096 0.0782 True
2455852.68558 R 19.3026 0.1076 True
2455853.68462 R 19.8363 0.1308 True
2455854.63005 R 20.0704 0.1789 True
2455854.68601 R 19.5367 0.1186 True
2455856.7174 g 20.9794 0.1485 False
2455856.7625 g 19.4722 0.0714 False
2455857.68904 g 19.3455 0.066 False
2455857.74744 g 19.3259 0.0633 False
2455858.75794 g 19.9956 0.0837 False
2455859.69875 g 19.0952 0.0744 False
2455863.60833 g 19.5416 0.1161 False
2455863.67539 g 18.8509 0.0929 False
2455864.62155 g 19.087 0.0736 False
2455864.68936 g 19.7736 0.0886 False
2456102.96793 R 20.4297 0.192 True
2456110.97493 R 19.178 0.1254 True
2456111.96303 R 18.6496 0.1172 True
2456113.98255 R 19.5138 0.1754 True
2456114.97916 R 18.5641 0.094 True
2456124.95439 R 19.5573 0.1238 True
2456126.9605 R 19.1002 0.0769 True
2456127.9649 R 19.1501 0.0623 True
2456130.97565 R 19.6244 0.0964 True
2456132.91403 R 19.1933 0.078 True
2456132.94334 R 19.5781 0.0887 True
2456135.95591 R 19.5722 0.0906 True
2456135.98595 R 18.6649 0.0445 True
2456281.58804 R 19.9909 0.1686 False
2456508.96346 R 20.7487 0.2017
2456510.95454 R 20.0268 0.1461
2456514.85677 R 20.1881 0.2078
2456514.91308 R 20.6899 0.1843
2456516.84762 R 19.6998 0.0918
2456516.90553 R 21.1752 0.1627
2456517.8962 R 20.3675 0.1453
2456519.88358 R 20.2314 0.1315
2456519.88358 R 21.2225 0.166
2456519.92023 R 20.5031 0.136
2456520.8649 R 21.2165 0.2029
2456533.8348 R 20.2985 0.1613
2456533.87082 R 20.6763 0.1971
2456537.81373 R 19.9085 0.1155
2456537.88422 R 19.8542 0.0976
2456537.88422 R 19.9616 0.0943
2456537.92169 R 20.5048 0.1611
2456538.88784 R 19.4631 0.1884
2456540.98403 R 20.6091 0.1679
2456540.98403 R 19.7394 0.1081
2456542.93964 R 19.4686 0.0876
2456542.97625 R 20.1694 0.109
2456542.97625 R 20.0675 0.1265
2456543.94988 R 20.3321 0.1193
2456543.98612 R 20.1015 0.1379
2456545.84866 R 20.1405 0.1416
2456545.88832 R 19.858 0.1036
2456548.82931 R 20.3256 0.1628
2456550.83723 R 19.9125 0.1311
2456566.85252 R 20.4201 0.127
2456567.82207 R 21.1979 0.1747
2456568.75744 R 20.1954 0.1444
2456570.85527 R 20.3103 0.2039
2456573.75889 R 20.5837 0.1395
2456573.79461 R 20.0642 0.1181
2456577.89757 R 20.9196 0.2131
2456578.79983 R 20.1859 0.1476
2456578.82469 R 19.9727 0.1188
2456578.82469 R 20.4978 0.1255
2456592.82924 R 21.304 0.2086
2456592.85455 R 20.1361 0.1179
2456600.79559 R 20.0096 0.1264
2456603.6692 R 20.4175 0.1733
2456604.81088 R 20.2399 0.1475
2456604.81088 R 20.43 0.1415
2456604.83765 R 19.9639 0.1397
2456605.74031 R 19.6296 0.1411
2456605.76517 R 19.8745 0.1218
2456605.76517 R 20.0734 0.1059
2456605.81084 R 20.1371 0.1279
2456608.65231 R 20.8708 0.1898
