2455205.95794 R 20.2592 0.1606 True
2455206.00234 R 20.2711 0.171 True
2455221.92668 R 20.4447 0.1633 True
2455221.97168 R 20.3647 0.1569 True
2455243.92706 R 20.7449 0.1772 True
No data from iPTF
 
