No data from PTF
 
2457129.93034 R 20.2666 0.1324
2457130.00007 R 20.5721 0.2109
2457130.463555 R 20.3635 0.0852
2457130.92704 R 20.3324 0.1981
2457130.9963 R 20.4025 0.2032
2457131.94008 R 20.1528 0.1163
2457140.98448 g 20.3693 0.1998
2457141.98947 R 20.4364 0.1857
2457142.443305 R 20.5674 0.1724
